Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
6,16,12,2,22,0,889
5,18,50,3,41,1,78
6,10,42,2,44,4,1271
0,0,22,2,33,2,4059
1,20,7,2,17,2,3456
2,20,18,2,46,4,1072
0,0,21,2,40,4,1092
1,20,58,4,6,1,89
3,18,56,2,21,0,907
2,21,29,2,28,3,1919
2,20,43,4,20,2,116
2,21,52,3,41,4,60
1,21,54,4,49,3,98
4,19,16,2,40,4,1065
3,10,34,2,4,2,3672
6,21,25,4,8,2,95
1,19,49,2,48,4,1080
4,11,37,2,36,2,3484
5,21,27,2,40,4,1060
4,21,7,2,21,3,1516
3,11,32,2,29,1,2267
0,17,45,2,14,4,1070
4,9,10,2,6,1,2336
2,19,33,2,43,0,655
4,20,34,3,31,3,54
4,18,10,2,11,0,918
0,11,57,2,49,1,2279
1,9,34,2,5,3,1269
5,20,48,3,29,4,68
4,18,29,3,10,3,74
1,20,38,2,8,4,906
2,21,46,2,17,4,876
1,21,52,2,1,3,1534
4,12,9,2,27,0,764
3,21,22,2,46,2,3577
2,21,15,2,29,4,1073
3,21,48,3,43,4,46
4,20,6,2,2,4,1075
5,18,35,2,0,0,906
2,9,46,2,12,0,894
4,10,59,2,33,1,2424
4,21,52,2,27,1,2431
1,11,48,2,31,0,883
6,14,52,2,29,2,3393
1,21,9,4,15,1,88
6,11,14,4,7,1,90
5,18,35,2,43,2,3771
4,19,51,2,26,1,2434
6,19,35,2,25,1,2373
0,0,13,2,14,3,1497
0,14,3,2,40,0,1023
4,19,21,4,31,4,93
5,19,23,2,23,0,844
2,21,34,2,30,4,1097
4,12,39,2,46,0,905
2,21,47,2,32,2,3438
6,10,40,3,30,4,81
3,21,5,2,9,4,1066
5,21,20,2,6,2,3333
3,19,37,2,14,1,2328
2,12,15,4,16,2,116
2,18,10,2,30,2,2731
3,11,14,2,23,2,3753
5,18,33,2,46,0,908
1,18,1,2,49,4,1095
4,19,58,4,21,4,113
2,20,51,2,10,0,889
5,20,45,4,34,3,71
6,12,45,4,33,2,82
6,11,23,2,29,4,1090
5,19,34,4,41,0,80
4,21,4,2,29,0,905
4,21,28,2,13,3,1270
5,9,1,3,36,2,63
2,18,33,2,12,1,2285
0,20,30,3,9,3,84
2,20,50,3,21,2,61
2,20,19,2,48,0,899
1,19,54,2,6,2,3744
2,19,19,2,4,1,2224
5,21,22,2,5,3,1092
5,18,58,2,12,2,3592
3,18,10,2,32,1,2388
0,15,0,2,24,3,1522
2,21,40,3,40,4,48
6,0,24,4,28,2,83
4,18,46,2,26,1,2118
4,18,18,2,0,2,3614
5,19,44,4,45,2,95
4,19,17,2,37,2,3792
2,20,4,2,48,1,1987
2,18,57,2,45,1,2343
2,21,1,2,24,1,2284
0,20,48,2,47,0,763
4,19,15,2,13,4,1099
6,10,25,2,30,0,886
3,18,20,3,36,2,72
6,0,33,2,23,0,1120
6,15,12,2,47,3,1498
5,21,55,4,49,0,103
4,21,19,2,21,4,1271
2,20,32,2,36,4,1269
3,21,13,2,47,0,914
2,21,41,3,17,2,44
6,11,30,2,9,0,906
1,18,58,2,45,1,2397
6,0,18,2,45,0,900
6,15,16,2,15,1,2356
2,21,57,2,2,3,1510
0,15,9,4,4,2,92
2,21,17,2,0,2,3551
2,21,22,2,23,3,1520
5,21,29,2,15,4,1193
6,10,45,2,43,4,1091
3,19,8,2,31,3,1573
1,21,51,2,12,2,3171
4,20,27,2,44,3,1531
3,21,36,2,31,1,2006
4,19,59,2,34,4,1278
0,20,47,2,8,4,1073
3,21,56,4,23,1,87
1,21,46,2,29,0,1254
0,12,54,3,7,4,64
5,21,47,2,20,3,1496
6,16,58,4,16,3,86
4,21,31,3,6,3,72
6,20,34,2,12,2,4571
6,16,36,2,22,0,895
2,9,55,2,44,4,1078
2,9,51,2,46,0,917
3,19,56,2,49,3,1570
1,11,12,2,26,4,1073
4,21,17,2,37,4,1084
1,18,4,2,41,1,2271
3,21,50,2,21,1,2134
0,21,32,3,36,4,74
3,19,34,4,20,4,85
5,21,54,2,30,3,1449
1,18,34,2,8,0,804
0,12,18,2,40,0,909
5,20,32,2,48,3,1492
4,12,15,2,1,0,915
2,12,29,2,2,4,1080
3,21,54,2,19,1,2701
3,20,0,2,39,3,1427
1,21,22,4,16,3,81
5,20,26,4,23,2,92
5,21,5,2,41,0,884
1,18,19,3,13,0,51
6,15,25,2,27,1,2290
4,19,33,3,32,3,77
5,19,40,4,49,3,98
4,20,21,2,0,1,2372
3,19,3,2,3,4,1077
4,19,21,2,47,0,902
1,19,40,2,27,4,1076
6,21,13,2,20,1,2264
1,18,50,4,14,2,88
3,20,31,2,13,3,1566
0,0,23,2,47,4,1088
1,21,8,2,23,0,903
3,19,6,2,19,1,2707
2,20,51,3,29,0,64
1,11,37,2,11,4,1083
4,20,54,2,17,3,1481
5,21,32,2,36,1,2268
1,9,16,2,44,2,3523
6,12,3,4,11,2,92
1,20,24,2,38,4,1063
1,20,3,2,9,3,1765
4,21,35,4,42,1,90
4,18,38,2,48,4,1063
3,21,10,2,11,4,1301
0,12,48,4,0,1,92
1,21,22,2,31,0,910
5,19,44,4,12,2,80
3,20,56,3,41,2,60
2,10,59,3,16,1,50
2,18,32,3,21,0,76
6,0,56,2,11,3,1451
1,18,38,4,24,1,86
4,19,41,4,49,3,86
4,9,43,4,15,1,73
6,18,40,2,33,1,2748
1,21,15,2,23,2,3317
5,19,6,2,43,2,3438
4,9,33,4,26,0,91
2,21,28,4,35,4,70
2,18,58,2,36,1,2364
1,21,43,2,42,1,1988
3,21,0,2,37,2,3674
1,19,56,2,3,0,1167
3,19,19,2,14,2,3114
4,18,10,4,13,0,106
0,10,42,2,46,4,1076
3,19,44,4,9,4,92
2,20,26,4,37,4,93
2,10,29,2,10,3,1508
1,20,8,3,40,2,74
1,10,13,2,18,2,2714
6,0,3,4,28,0,113
6,9,44,2,47,4,1348
5,21,5,2,3,3,1579
5,21,30,2,1,4,1066
1,21,26,2,34,0,890
6,21,58,2,43,3,1503
0,18,28,2,3,1,1988
2,20,43,2,2,1,2815
6,15,4,2,9,1,2306
0,0,33,2,20,2,3679
3,20,58,2,36,1,2339
3,20,3,2,48,0,901
0,11,15,4,22,0,83
1,21,2,2,16,1,2304
6,9,42,2,13,2,3669
4,19,57,2,32,4,1099
4,18,10,2,35,0,910
0,18,12,3,45,4,51
4,11,22,3,0,3,74
1,11,17,4,24,0,92
6,12,44,4,36,1,94
5,19,29,2,7,2,3534
4,20,7,2,6,0,902
4,11,13,2,4,3,1789
3,21,40,2,19,2,3704
6,0,54,2,37,3,1487
5,20,3,2,35,2,3305
5,21,20,2,22,0,888
3,18,36,2,17,0,880
6,19,51,4,15,0,83
2,18,55,2,10,0,884
0,20,27,2,17,4,1072
0,20,37,2,11,1,2381
2,9,15,2,35,3,1475
5,18,15,2,45,3,1510
6,16,22,2,46,2,3448
2,20,4,4,28,0,89
2,21,32,4,7,0,91
3,19,17,2,20,2,4183
2,21,56,2,35,1,2394
5,19,54,2,46,2,2431
2,18,8,2,32,3,1465
4,18,15,3,30,4,76
1,18,57,2,2,1,2455
6,16,1,4,14,3,70
0,21,28,2,47,3,1578
4,20,17,4,44,0,81
4,20,7,2,30,0,900
6,10,18,3,41,1,70
6,21,7,2,13,2,3747
2,11,53,2,5,1,2409
1,19,20,2,49,1,2805
6,12,2,2,13,4,1065
0,10,48,4,11,2,90
6,19,3,2,48,3,1519
3,20,39,3,6,3,45
5,18,8,4,24,2,97
2,21,30,2,28,1,2358
0,20,36,3,20,0,75
4,20,22,2,13,1,2303
3,19,54,2,21,2,3566
0,17,6,2,31,2,2468
1,19,1,2,35,4,1077
2,11,49,2,29,1,2305
3,20,30,3,33,0,51
4,18,50,2,48,1,2387
3,20,53,3,14,2,65
5,20,44,2,16,4,1065
2,21,37,2,34,3,1428
2,20,43,2,13,1,2264
0,15,22,2,39,3,1571
4,9,41,2,15,4,1312
2,20,54,3,29,0,74
1,21,19,2,45,0,763
1,18,37,2,22,1,2671
3,19,32,2,4,3,1568
4,18,13,2,7,2,3386
0,0,51,4,26,0,83
4,19,53,2,47,1,2379
2,9,11,4,19,1,88
0,14,37,2,42,2,3341
0,12,6,2,46,1,2302
3,12,17,2,43,2,3707
1,18,1,2,12,4,1071
1,21,28,2,49,0,899
5,20,27,2,17,0,890
2,20,0,2,12,1,2324
3,21,21,3,37,0,56
1,21,1,2,38,1,2409
4,20,6,2,13,1,2367
6,0,24,2,31,4,1082
1,9,23,2,24,2,2470
6,10,52,2,7,1,2656
5,11,24,2,12,0,883
1,19,26,4,37,0,99
4,18,29,4,31,3,97
3,20,50,2,7,2,3726
3,20,17,2,41,0,919
1,18,19,2,29,1,2364
2,20,32,3,1,3,41
1,19,8,2,47,3,1418
6,21,33,2,0,0,909
5,21,53,3,9,1,49
2,10,19,4,9,3,98
6,11,58,2,12,0,908
4,19,20,4,3,1,89
5,20,51,2,40,3,1882
5,21,41,2,11,4,1072
1,9,55,4,3,4,97
2,20,50,2,11,2,3415
5,21,41,4,43,0,87
2,9,41,2,23,4,1072
3,21,1,2,6,3,1478
2,18,45,3,45,0,72
4,21,2,2,21,2,4065
0,11,47,2,1,2,3534
1,11,55,2,47,0,913
2,9,47,4,38,4,83
0,12,3,2,43,3,1513
2,12,55,2,25,2,3697
5,21,8,3,41,2,67
2,19,34,3,19,4,80
5,11,45,2,5,2,4227
0,17,18,2,47,1,2053
2,9,40,2,18,0,895
4,20,11,2,23,3,1449
1,18,48,2,30,4,952
0,21,15,2,18,2,2423
2,21,22,3,21,0,48
3,12,31,2,6,2,3790
0,17,30,2,19,0,882
4,20,26,2,11,4,1092
0,15,28,3,26,4,47
4,20,28,2,3,0,907
1,20,21,3,36,0,68
5,18,40,3,3,1,76
1,18,27,2,19,3,1448
0,14,47,3,7,1,46
6,9,15,2,44,1,2311
2,12,16,3,12,4,40
6,12,25,2,24,3,1510
0,9,24,2,49,3,1545
1,10,23,2,29,0,908
1,19,24,2,19,4,1302
1,21,1,2,45,4,1365
3,10,45,2,3,0,908
1,18,54,2,43,3,1509
1,9,54,2,5,1,2029
4,9,36,2,18,2,4680
6,12,25,2,26,2,4763
2,21,14,4,20,1,80
2,20,10,3,41,4,58
3,18,37,3,19,2,83
3,20,4,4,19,0,80
0,0,36,2,21,1,2280
3,12,14,2,5,4,1078
3,20,36,4,39,2,83
6,10,35,3,7,0,80
0,14,4,2,35,3,1521
1,19,21,2,32,4,1093
1,19,0,2,16,1,2294
6,15,17,2,3,1,2391
1,21,20,4,40,0,115
4,20,10,3,43,4,63
1,12,2,4,5,2,93
2,19,25,3,35,1,43
6,0,36,2,41,4,1060
4,21,42,2,21,1,2300
4,20,17,2,43,4,1096
2,12,50,2,20,4,1066
5,21,19,2,5,3,1560
3,20,26,2,39,3,1460
6,11,34,4,34,2,101
5,20,43,2,43,1,2379
2,21,48,3,3,2,86
5,10,33,2,6,1,2292
2,20,4,2,16,2,3508
0,15,36,4,28,1,110
5,19,30,4,42,4,89
2,19,38,2,43,1,2571
4,19,7,2,43,0,909
6,0,39,2,17,0,882
0,11,6,4,8,3,75
3,19,0,2,47,0,796
2,21,29,2,49,4,1291
1,21,52,2,1,4,1064
3,20,15,4,15,4,80
5,19,42,2,29,3,1480
4,18,46,2,19,3,1441
2,21,42,2,4,3,1499
4,19,11,2,13,4,1097
3,21,14,2,38,4,1261
4,18,18,4,13,4,85
1,21,36,2,20,1,2399
1,19,16,4,14,3,98
6,17,36,2,14,4,1089
4,18,30,3,7,2,79
0,15,21,2,32,2,3567
6,11,20,2,18,3,1118
6,17,10,2,24,0,894
2,19,42,2,19,0,910
0,15,25,2,11,1,2871
0,12,39,2,35,0,906
1,18,50,2,12,1,2146
1,12,30,4,38,4,88
5,21,27,3,28,3,52
1,11,33,2,40,4,1072
5,19,3,3,9,2,88
1,21,55,2,9,0,727
0,17,17,3,21,0,81
3,21,26,4,46,2,80
5,20,37,4,43,2,68
6,11,51,2,37,4,1065
1,9,22,2,44,0,1247
5,18,1,4,40,4,114
6,16,9,2,24,4,1065
6,17,35,3,21,2,46
3,11,19,2,40,0,915
2,10,52,2,5,2,3753
1,20,25,3,44,1,64
2,10,27,4,30,0,66
2,18,4,4,14,0,78
3,18,38,4,1,0,98
4,11,13,4,21,3,95
2,19,3,4,14,1,82
0,10,23,4,21,0,112
5,19,2,2,27,1,2164
4,18,51,2,3,0,894
0,20,29,2,29,3,1484
5,20,48,2,23,1,2781
6,0,53,2,19,2,3385
5,12,4,2,8,4,1083
0,9,54,4,29,1,62
0,16,32,2,15,1,2428
3,11,54,2,35,4,1106
2,18,40,2,36,0,807
3,21,30,2,32,2,3175
2,21,2,2,42,0,968
0,18,18,2,32,1,2300
4,18,33,3,4,3,44
2,21,52,4,0,2,93
1,20,2,3,10,2,61
6,0,9,2,32,2,3635
5,18,12,2,35,0,889
3,19,47,3,21,2,42
0,11,6,2,34,3,1515
3,21,3,2,17,1,2462
4,11,58,4,11,3,92
6,17,48,2,6,0,882
4,20,16,3,6,2,62
6,18,14,2,26,1,1994
4,10,46,2,30,0,907
4,12,42,2,46,4,1359
0,21,40,4,33,2,85
2,18,52,2,40,4,1100
5,21,5,2,30,4,1094
5,21,20,2,34,1,2425
1,18,46,2,34,2,3774
4,18,47,2,49,0,663
4,18,15,3,3,1,78
0,0,53,2,30,1,2363
1,20,18,2,12,1,2378
0,10,24,2,36,3,1721
3,20,52,4,39,4,92
3,20,30,2,35,0,880
3,19,23,4,12,3,90
3,9,29,4,38,0,86
2,20,7,4,2,0,90
0,20,54,2,3,0,907
2,11,45,3,16,4,71
4,9,30,4,37,4,62
0,15,43,2,48,4,1084
2,20,29,4,35,0,93
4,19,8,2,30,3,1522
6,10,22,2,33,3,1425
2,18,23,2,14,3,1903
4,11,40,2,22,2,3696
4,18,4,4,28,1,88
4,21,25,2,49,4,1272
3,20,21,2,45,3,1440
2,20,58,3,21,2,70
0,19,42,2,30,0,904
6,16,52,2,27,1,2476
4,12,42,4,10,2,116
2,11,36,3,24,2,41
3,18,2,3,26,2,55
1,18,28,4,43,4,76
0,12,24,4,16,3,85
0,18,28,2,32,2,3782
6,16,58,2,4,0,901
4,21,38,2,46,2,3582
4,19,3,2,29,4,1068
2,19,38,4,48,2,83
0,14,29,2,3,1,2640
6,0,54,2,39,3,1224
0,16,31,3,29,4,55
5,11,12,2,18,4,1085
3,12,52,2,6,4,863
0,0,14,4,44,1,93
1,21,54,2,0,3,1567
1,19,48,2,34,3,1571
3,12,17,2,45,4,1069
0,19,3,3,44,0,72
1,9,51,3,38,0,70
4,10,15,4,42,1,97
4,20,57,3,44,0,42
5,21,3,2,38,1,2374
6,0,18,2,13,2,2549
4,11,47,2,43,2,3668
1,18,30,2,29,1,2331
3,19,21,4,25,0,94
5,18,3,3,6,3,69
6,16,39,2,32,4,1078
5,12,45,4,1,1,83
6,0,24,2,40,3,1456
4,18,44,4,17,3,97
3,20,42,2,15,0,1071
0,16,49,2,17,0,914
4,20,30,2,18,4,1099
5,20,28,2,45,3,1514
1,11,38,2,3,3,1750
0,16,9,3,21,0,64
0,19,33,2,7,2,3569
0,18,25,2,0,2,3773
2,12,0,2,5,0,886
4,18,45,2,10,2,3459
4,19,52,2,29,1,2410
1,9,41,2,38,1,2376
3,9,44,3,18,3,55
6,0,2,3,21,0,78
0,9,29,4,6,2,115
4,20,11,2,20,0,910
2,10,21,2,23,3,1353
0,21,24,2,6,4,1088
0,14,3,3,43,4,79
0,17,10,2,44,1,2404
3,9,31,2,11,4,1068
0,20,41,2,13,4,1092
1,21,42,4,33,2,87
1,19,26,4,48,4,80
4,10,5,2,19,0,908
3,9,26,2,12,1,2738
1,18,24,4,45,3,88
2,10,57,2,3,2,3775
6,15,18,4,26,4,107
4,19,32,3,14,3,76
2,9,16,2,47,0,884
1,19,25,2,37,0,881
4,18,6,3,20,0,53
5,20,50,2,2,0,909
2,20,29,2,9,3,1542
0,9,6,3,0,1,67
1,19,27,3,48,2,86
6,16,44,3,30,4,89
1,20,8,2,5,4,911
4,12,38,2,0,4,1092
5,21,49,2,17,0,898
3,20,23,3,34,1,41
0,17,41,3,24,4,64
6,21,18,2,43,4,1079
3,10,1,3,28,4,47
0,0,12,3,15,2,68
1,21,34,3,33,0,69
0,15,26,4,37,3,89
5,21,29,2,26,1,2442
0,21,18,2,30,2,2974
2,20,37,2,20,2,3547
1,20,43,3,33,1,85
2,19,38,3,33,2,72
3,20,41,2,8,0,968
0,16,30,2,45,3,1479
0,17,25,4,36,0,88
5,20,40,2,21,2,3362
6,20,26,2,49,0,880
5,18,34,3,37,1,56
5,21,55,3,25,2,54
4,21,2,2,7,1,2416
3,11,52,2,25,0,911
6,19,47,4,46,3,117
5,11,9,2,0,4,1028
2,19,5,2,11,2,3455
3,21,25,4,17,2,66
0,16,14,2,15,3,1443
0,0,57,2,2,0,898
5,21,8,2,19,3,1673
0,21,37,2,20,3,1428
1,18,54,3,44,4,74
0,19,6,2,11,4,1191
2,18,7,2,34,4,1061
0,15,38,2,30,4,1199
2,19,43,2,40,3,1890
4,18,15,2,27,1,2266
2,9,22,2,22,1,2455
3,12,3,4,22,2,81
2,10,57,2,18,1,2470
0,21,22,2,23,0,915
5,10,43,3,17,3,86
2,18,48,3,37,2,71
3,20,32,3,5,2,46
4,18,45,3,6,0,61
3,18,25,4,36,4,83
5,20,33,2,3,0,555
6,18,34,2,35,4,1027
5,20,20,2,40,1,2314
4,12,42,4,21,3,83
5,19,55,2,33,2,3438
0,18,28,2,38,3,1528
6,10,13,2,39,1,2401
4,20,40,2,6,3,1579
3,19,8,2,38,1,2311
2,19,43,2,37,3,1550
0,14,18,2,44,2,3689
4,20,42,2,48,2,3705
0,20,24,2,7,3,1575
1,12,7,3,42,3,45
0,17,55,3,7,3,40
3,20,48,2,36,3,1478
3,11,27,3,8,4,61
4,20,54,2,11,4,1072
4,11,53,2,35,2,3532
2,18,35,2,0,1,2361
4,21,0,2,23,4,1088
1,19,30,2,37,2,3543
1,19,50,2,27,2,3510
0,17,20,2,31,3,1562
1,21,56,2,46,3,1093
6,18,28,2,29,3,1465
5,19,44,2,29,2,3086
0,18,50,2,19,3,1564
5,19,53,2,11,0,578
3,20,40,3,5,3,66
2,18,26,2,21,2,4282
1,20,51,4,44,3,83
4,18,49,2,45,3,1457
3,9,19,2,12,2,3575
6,15,41,2,44,0,909
1,19,9,4,38,4,97
3,10,37,2,14,1,2145
5,11,55,3,31,0,83
0,11,57,2,31,2,3922
2,19,6,2,34,1,2800
6,14,25,2,5,0,1126
1,10,43,3,25,4,51
6,11,21,3,2,1,83
1,21,48,4,19,2,104
5,21,5,2,30,1,2863
3,21,2,2,47,4,1068
0,12,45,2,22,0,917
1,21,18,2,12,2,4684
0,10,38,2,27,4,867
3,18,28,2,28,2,3352
3,19,20,2,47,2,4334
1,11,53,2,24,1,2406
0,0,55,2,31,0,907
0,18,48,2,3,4,1082
3,11,3,2,20,2,3772
4,18,40,2,8,3,1244
0,17,55,2,32,1,2123
3,18,24,2,31,1,2308
2,19,58,4,40,0,81
0,11,43,2,31,3,1424
2,18,14,2,22,0,615
2,19,59,2,47,1,2418
4,19,11,2,33,2,3359
4,20,31,2,35,1,2532
4,20,3,2,2,4,1099
4,9,31,2,13,0,908
2,12,45,2,43,0,914
5,9,27,2,11,1,2321
2,21,2,2,40,2,3310
2,10,6,2,11,4,1075
2,19,28,4,1,1,91
0,0,9,3,40,4,74
3,20,29,2,39,1,2595
4,19,27,2,49,0,916
5,21,4,4,1,2,89
1,21,35,4,10,3,81
4,21,59,4,0,1,82
6,14,50,2,20,0,893
1,21,44,2,36,4,1307
5,20,59,4,40,3,86
3,20,3,2,20,2,3429
5,21,26,4,30,1,80
0,19,19,2,26,3,1575
3,9,18,2,7,0,910
6,0,0,2,34,1,2444
6,14,47,2,41,1,2349
3,11,51,3,36,1,70
6,21,39,2,35,0,633
4,19,6,2,15,0,918
0,20,46,2,37,0,909
4,19,55,2,10,4,985
5,19,42,2,29,3,1813
2,11,36,4,18,2,92
2,19,25,4,5,4,65
6,0,59,4,48,0,74
0,14,18,2,44,2,3636
3,21,5,2,30,4,1083
5,10,25,2,29,4,1086
3,12,54,2,2,2,3696
3,20,18,2,4,2,3492
4,10,37,2,15,3,1489
0,19,59,2,26,3,1490
5,21,13,2,3,1,2466
0,12,3,2,26,0,900
3,10,43,2,22,2,3779
0,18,20,2,48,0,609
1,12,27,2,20,3,1485
5,18,56,2,9,4,1060
5,20,53,2,28,2,3190
5,9,19,2,18,4,1181
6,16,25,2,38,2,3576
2,20,40,2,49,0,630
4,11,34,2,32,0,886
3,9,6,2,31,3,1382
5,21,43,4,10,0,85
6,17,42,2,5,0,892
4,18,31,2,26,4,1064
6,19,1,2,36,1,2440
2,18,24,2,8,2,3721
1,20,8,2,27,4,1093
3,12,58,3,17,0,43
2,9,54,2,23,2,3421
5,9,35,3,19,2,74
2,18,24,2,16,0,851
6,14,56,3,22,4,81
5,19,21,2,32,4,1097
4,10,18,2,46,1,2430
3,21,30,2,27,0,919
6,12,17,4,4,1,63
5,10,17,2,3,1,2284
3,19,18,4,7,1,88
1,12,55,3,10,4,66
5,18,42,2,48,3,1628
1,12,33,3,37,1,63
3,19,19,3,15,0,71
5,21,9,2,16,3,1578
1,18,55,2,22,1,2405
4,21,25,4,33,3,104
3,19,18,2,14,1,2446
0,12,10,2,32,1,2420
6,18,1,2,44,4,1097
1,19,43,4,43,2,73
6,15,52,3,18,2,53
6,21,34,2,16,2,3799
0,16,23,2,30,4,1079
3,11,13,2,37,1,2053
1,19,43,2,4,2,4433
1,20,9,2,42,4,882
2,9,52,3,37,4,66
0,14,38,2,18,3,1504
0,9,7,4,22,4,62
4,12,44,2,17,3,1539
3,19,8,3,27,0,72
4,11,1,2,10,3,1497
5,20,21,2,6,2,2405
1,18,27,2,33,3,1471
3,19,22,3,41,0,52
1,20,20,4,20,3,107
3,18,49,2,5,4,1083
6,19,45,4,47,4,92
3,19,45,4,29,1,97
4,10,19,2,41,0,939
1,12,17,2,3,1,2395
5,20,32,2,14,4,1061
1,21,57,2,3,2,3977
2,19,25,2,41,1,2823
3,21,54,2,43,1,2415
1,18,25,2,15,2,3757
5,20,9,2,19,4,1080
0,18,7,3,16,2,79
0,14,17,2,5,4,1295
3,10,41,2,14,0,794
0,18,30,2,0,2,3483
4,12,14,3,28,2,77
5,10,23,2,20,1,2402
5,19,41,2,4,3,1352
0,0,3,2,35,1,2289
4,10,29,2,26,4,1066
2,18,6,2,22,4,1001
4,20,58,2,4,4,1068
3,21,44,4,20,1,71
5,11,55,2,47,1,2568
4,18,55,2,19,2,3588
6,21,6,3,49,4,59
2,9,56,2,33,4,1068
2,19,6,2,39,4,1069
0,12,29,2,19,1,2282
6,14,22,4,30,0,87
5,19,54,2,38,3,1450
4,18,38,4,26,4,98
3,19,44,2,0,1,2430
1,19,44,2,43,1,2302
0,21,2,3,2,3,61
1,21,7,2,24,3,1463
4,18,7,2,16,1,2342
0,10,16,2,49,2,2856
5,19,19,2,3,1,2304
6,18,42,3,20,1,84
4,20,6,2,32,0,812
3,18,55,2,49,3,1572
1,20,34,2,23,3,1427
2,21,55,2,4,1,2412
5,9,8,2,25,0,915
1,18,18,3,25,1,41
5,9,20,2,49,2,3724
6,14,58,2,28,2,3792
4,19,55,2,11,0,897
4,18,8,4,33,2,96
6,19,33,2,8,1,1982
1,21,15,3,31,2,53
3,11,51,2,31,2,3521
6,0,17,2,31,3,1521
0,14,47,2,43,3,1642
6,16,30,3,22,4,78
5,11,6,2,40,1,2292
3,19,44,2,34,2,3015
4,19,10,2,17,1,2094
6,9,45,4,16,2,99
0,0,59,3,13,2,51
2,19,19,2,25,2,2550
3,20,21,3,46,2,82
1,18,5,2,10,0,895
4,18,42,4,39,1,95
0,21,10,3,35,4,42
5,18,34,3,43,2,60
1,20,20,2,39,1,2333
5,18,18,2,19,1,2269
0,0,59,2,14,3,1557
0,21,22,2,16,2,3715
1,21,19,2,5,0,880
0,21,38,2,32,0,918
5,9,41,3,31,3,81
3,20,30,2,17,2,3654
6,17,27,2,35,4,1067
6,11,59,3,11,4,79
4,9,9,3,11,2,86
3,21,44,2,34,1,2415
6,0,37,2,32,4,1209
5,21,47,2,13,0,910
0,21,4,2,34,3,1451
6,14,35,2,18,3,1427
3,21,45,2,13,1,2345
3,10,54,2,17,2,3358
1,20,34,3,42,1,51
4,10,29,2,10,0,887
2,10,53,2,28,1,2380
0,20,5,2,29,4,1079
3,10,32,4,32,1,96
0,21,5,3,13,4,71
3,20,42,2,33,4,1184
6,15,8,4,40,2,97
2,11,16,3,30,0,55
2,20,59,2,32,2,3182
1,19,12,3,29,3,69
4,19,36,2,1,2,3394
4,18,5,2,9,3,1112
1,19,29,2,20,2,3791
0,21,24,3,16,2,75
1,10,48,2,12,1,2283
5,11,9,4,27,0,92
1,20,22,2,38,1,2424
6,21,39,2,22,0,915
3,20,15,2,19,0,896
0,11,11,3,15,3,83
2,11,42,2,34,2,3554
6,21,29,2,2,3,1568
4,11,10,2,46,3,1834
1,10,14,2,0,0,913
4,18,34,3,15,0,62
5,18,18,2,10,0,889
0,10,21,4,24,2,63
1,18,16,2,26,1,2415
6,0,18,2,10,3,1743
5,19,45,3,18,0,80
1,21,29,4,7,0,92
0,11,57,2,41,0,913
1,19,20,2,5,3,1505
3,21,33,3,41,1,62
1,20,58,3,30,4,83
5,21,26,4,45,4,79
5,18,35,2,48,0,886
0,17,30,2,13,3,1530
0,10,1,3,32,1,78
3,9,10,2,11,2,3634
6,20,38,3,5,3,89
0,18,53,2,17,4,1069
1,19,39,2,21,3,1468
2,10,38,2,44,0,897
0,17,33,4,6,1,84
1,9,50,4,25,2,85
0,21,37,4,48,0,94
1,20,41,4,15,3,90
3,18,20,2,14,1,2180
1,12,42,3,6,2,80
0,17,57,2,1,1,2383
5,18,40,2,16,2,3673
3,18,28,2,23,1,2322
5,19,36,4,14,0,77
5,19,37,2,29,3,1459
3,20,42,2,35,1,2271
0,14,13,2,15,2,3326
4,10,28,4,15,2,91
6,0,22,2,43,4,1076
2,9,1,3,37,2,59
0,15,27,3,45,3,70
5,21,11,2,6,2,3569
2,19,14,2,41,2,3498
3,10,33,2,8,0,892
5,20,23,4,4,2,66
0,15,15,4,15,4,113
0,20,35,4,36,3,68
6,20,52,2,24,4,1086
6,9,41,4,29,2,96
6,15,37,2,38,3,1685
0,16,55,3,16,3,81
2,20,46,2,5,1,2434
5,20,29,2,28,0,887
6,0,16,4,43,4,99
4,19,34,2,9,4,1066
2,10,14,4,5,0,80
5,12,38,2,3,0,891
6,10,48,2,7,3,1672
1,19,40,2,10,2,3714
3,21,58,4,32,0,90
5,12,37,2,10,2,3356
6,21,56,2,27,0,883
6,16,2,3,28,0,65
3,9,23,2,42,1,2286
6,10,4,4,49,2,97
5,11,29,2,41,1,2448
1,10,6,2,1,1,2351
2,18,7,4,49,2,82
5,19,35,2,21,1,2696
1,18,12,2,49,2,3753
4,18,58,2,23,0,650
5,20,31,2,0,3,1451
6,20,24,2,27,2,3504
1,19,19,4,14,2,96
1,18,26,2,33,2,3532
4,19,1,3,18,3,66
4,11,55,2,1,2,3380
5,10,41,4,0,0,93
2,18,22,4,43,3,82
5,21,1,2,2,1,2322
4,21,37,3,28,2,62
3,18,8,2,40,0,884
2,21,56,2,8,0,937
2,21,28,2,5,2,4508
6,10,33,4,5,2,99
5,10,13,2,0,1,2430
5,20,16,4,49,2,90
2,19,32,2,48,2,3618
1,9,37,2,5,1,2310
2,18,49,3,28,3,89
3,18,33,3,28,2,83
0,11,56,2,14,3,1233
1,11,47,2,36,1,1997
0,18,17,2,11,3,1390
4,19,32,3,19,2,82
